"term","contrast","ex_ld_max_before_year_with_ih_bin","estimate","std.error","statistic","p.value","s.value","conf.low","conf.high","predicted_lo","predicted_hi","predicted"
"CoType","mean(Collaboration) / mean(Service)","False",1.18306428155716,0.022747259282824,52.0090911545755,0,Inf,1.13848047261583,1.22764809049849,0.246387725003964,0.305991047900142,0.246387725003964
"CoType","mean(Collaboration) / mean(Service)","True",1.038923455484,0.00749634233105775,138.590716592501,0,Inf,1.02423089449934,1.05361601646865,0.285875079693368,0.299394405580193,0.285875079693368
"CoType","mean(Participation) / mean(Service)","False",1.21888668951995,0.037326151546076,32.6550324379232,6.79790231439118e-234,774.566084573089,1.14572877680816,1.29204460223174,0.246387725003964,0.318177155116341,0.246387725003964
"CoType","mean(Participation) / mean(Service)","True",0.983190239401698,0.00914543755540598,107.506090708642,0,Inf,0.965265511170242,1.00111496763315,0.285875079693368,0.280083802012146,0.285875079693368
